instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,count,Usage_Category
10421,2012-03-15,1,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,14,367,381,Medium Usage
10422,2012-03-15,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,21,602,623,High Usage
10423,2012-03-15,1,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,30,285,315,Medium Usage
10424,2012-03-15,1,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,34,130,164,Medium Usage
10425,2012-03-15,1,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,60,151,211,Medium Usage
10426,2012-03-15,1,1,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,59,206,265,Medium Usage
10427,2012-03-15,1,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,62,211,273,Medium Usage
10428,2012-03-15,1,1,3,14,0,4,1,2,0.72,0.6515,0.3,0.1045,81,177,258,Medium Usage
10429,2012-03-15,1,1,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,100,187,287,Medium Usage
10430,2012-03-15,1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,95,331,426,Medium Usage
10431,2012-03-15,1,1,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,79,634,713,High Usage
10432,2012-03-15,1,1,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,98,648,746,High Usage
10433,2012-03-15,1,1,3,19,0,4,1,2,0.64,0.6212,0.5,0.194,72,353,425,Medium Usage
10434,2012-03-15,1,1,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,60,270,330,Medium Usage
10435,2012-03-15,1,1,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,36,207,243,Medium Usage
10436,2012-03-15,1,1,3,22,0,4,1,1,0.52,0.5,0.68,0.1343,32,137,169,Medium Usage
10437,2012-03-15,1,1,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,12,85,97,Low Usage
10438,2012-03-16,1,1,3,0,0,5,1,1,0.44,0.4394,0.77,0.2537,8,49,57,Low Usage
10439,2012-03-16,1,1,3,1,0,5,1,2,0.42,0.4242,0.82,0.3284,4,22,26,Low Usage
10440,2012-03-16,1,1,3,2,0,5,1,2,0.42,0.4242,0.82,0.194,0,4,4,Low Usage
10441,2012-03-16,1,1,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,0,3,3,Low Usage
10442,2012-03-16,1,1,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,0,3,3,Low Usage
10443,2012-03-16,1,1,3,5,0,5,1,2,0.4,0.4091,0.87,0.2239,2,30,32,Low Usage
10444,2012-03-16,1,1,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,3,96,99,Low Usage
10445,2012-03-16,1,1,3,7,0,5,1,2,0.4,0.4091,0.87,0.194,13,265,278,Medium Usage
10446,2012-03-16,1,1,3,8,0,5,1,2,0.4,0.4091,0.87,0.2239,28,534,562,High Usage
10447,2012-03-16,1,1,3,9,0,5,1,2,0.42,0.4242,0.82,0.0,35,277,312,Medium Usage
10448,2012-03-16,1,1,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896,44,136,180,Medium Usage
10449,2012-03-16,1,1,3,11,0,5,1,2,0.44,0.4394,0.77,0.0,40,167,207,Medium Usage
10450,2012-03-16,1,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,72,222,294,Medium Usage
10451,2012-03-16,1,1,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,52,208,260,Medium Usage
10452,2012-03-16,1,1,3,14,0,5,1,2,0.48,0.4697,0.72,0.0,56,146,202,Medium Usage
10453,2012-03-16,1,1,3,15,0,5,1,3,0.46,0.4545,0.82,0.1045,19,88,107,Medium Usage
10454,2012-03-16,1,1,3,16,0,5,1,3,0.48,0.4697,0.77,0.0,18,111,129,Medium Usage
10455,2012-03-16,1,1,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,23,235,258,Medium Usage
10456,2012-03-16,1,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,31,377,408,Medium Usage
10457,2012-03-16,1,1,3,19,0,5,1,2,0.46,0.4545,0.88,0.0,23,273,296,Medium Usage
10458,2012-03-16,1,1,3,20,0,5,1,1,0.46,0.4545,0.88,0.0,31,204,235,Medium Usage
10459,2012-03-16,1,1,3,21,0,5,1,2,0.44,0.4394,0.94,0.0,8,144,152,Medium Usage
10460,2012-03-16,1,1,3,22,0,5,1,2,0.44,0.4394,0.94,0.0,16,132,148,Medium Usage
10461,2012-03-16,1,1,3,23,0,5,1,2,0.44,0.4394,0.94,0.0,22,104,126,Medium Usage
10462,2012-03-17,1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896,13,87,100,Low Usage
10463,2012-03-17,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0.0,12,57,69,Low Usage
10464,2012-03-17,1,1,3,2,0,6,0,2,0.44,0.4394,0.88,0.0,10,32,42,Low Usage
10465,2012-03-17,1,1,3,3,0,6,0,2,0.44,0.4394,0.88,0.0,2,24,26,Low Usage
10466,2012-03-17,1,1,3,4,0,6,0,2,0.42,0.4242,0.94,0.0,0,2,2,Low Usage
10467,2012-03-17,1,1,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896,5,3,8,Low Usage
10468,2012-03-17,1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.194,1,29,30,Low Usage
10469,2012-03-17,1,1,3,7,0,6,0,2,0.4,0.4091,1.0,0.1343,29,57,86,Low Usage
10470,2012-03-17,1,1,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045,63,155,218,Medium Usage
10471,2012-03-17,1,1,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896,104,217,321,Medium Usage
10472,2012-03-17,1,1,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896,140,303,443,Medium Usage
10473,2012-03-17,1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,226,359,585,High Usage
10474,2012-03-17,1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642,286,365,651,High Usage
10475,2012-03-17,1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,286,400,686,High Usage
10476,2012-03-17,1,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896,352,338,690,High Usage
10477,2012-03-17,1,1,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343,357,322,679,High Usage
10478,2012-03-17,1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0.0,367,318,685,High Usage
10479,2012-03-17,1,1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343,291,357,648,High Usage
10480,2012-03-17,1,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985,221,339,560,High Usage
10481,2012-03-17,1,1,3,19,0,6,0,1,0.58,0.5455,0.64,0.2836,155,262,417,Medium Usage
10482,2012-03-17,1,1,3,20,0,6,0,1,0.56,0.5303,0.64,0.194,89,182,271,Medium Usage
10483,2012-03-17,1,1,3,21,0,6,0,1,0.54,0.5152,0.68,0.1642,54,169,223,Medium Usage
10484,2012-03-17,1,1,3,22,0,6,0,1,0.54,0.5152,0.68,0.0,58,153,211,Medium Usage
10485,2012-03-17,1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,34,151,185,Medium Usage
10486,2012-03-18,1,1,3,0,0,0,0,1,0.46,0.4545,0.88,0.194,27,80,107,Medium Usage
10487,2012-03-18,1,1,3,1,0,0,0,1,0.46,0.4545,0.82,0.1343,25,88,113,Medium Usage
10488,2012-03-18,1,1,3,2,0,0,0,2,0.46,0.4545,0.82,0.1045,15,41,56,Low Usage
10489,2012-03-18,1,1,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343,3,15,18,Low Usage
10490,2012-03-18,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,6,8,14,Low Usage
10491,2012-03-18,1,1,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045,0,6,6,Low Usage
10492,2012-03-18,1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045,2,9,11,Low Usage
10493,2012-03-18,1,1,3,7,0,0,0,3,0.42,0.4242,0.88,0.1642,17,25,42,Low Usage
10494,2012-03-18,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,25,71,96,Low Usage
10495,2012-03-18,1,1,3,9,0,0,0,2,0.42,0.4242,0.88,0.0896,65,113,178,Medium Usage
10496,2012-03-18,1,1,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045,139,212,351,Medium Usage
10497,2012-03-18,1,1,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642,129,239,368,Medium Usage
10498,2012-03-18,1,1,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343,222,281,503,High Usage
10499,2012-03-18,1,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,198,346,544,High Usage
10500,2012-03-18,1,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,218,303,521,High Usage
10501,2012-03-18,1,1,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896,240,314,554,High Usage
10502,2012-03-18,1,1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,229,312,541,High Usage
10503,2012-03-18,1,1,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896,233,308,541,High Usage
10504,2012-03-18,1,1,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642,165,294,459,Medium Usage
10505,2012-03-18,1,1,3,19,0,0,0,1,0.56,0.5303,0.64,0.1642,118,234,352,Medium Usage
10506,2012-03-18,1,1,3,20,0,0,0,1,0.52,0.5,0.77,0.1343,59,139,198,Medium Usage
10507,2012-03-18,1,1,3,21,0,0,0,1,0.52,0.5,0.72,0.0896,44,129,173,Medium Usage
10508,2012-03-18,1,1,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045,21,79,100,Low Usage
10509,2012-03-18,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,7,39,46,Low Usage
10510,2012-03-19,1,1,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045,4,19,23,Low Usage
10511,2012-03-19,1,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,0,15,15,Low Usage
10512,2012-03-19,1,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642,1,7,8,Low Usage
10513,2012-03-19,1,1,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,0,2,2,Low Usage
10514,2012-03-19,1,1,3,4,0,1,1,1,0.44,0.4394,0.94,0.0,0,3,3,Low Usage
10515,2012-03-19,1,1,3,5,0,1,1,1,0.44,0.4394,0.94,0.0,0,31,31,Low Usage
10516,2012-03-19,1,1,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343,2,118,120,Medium Usage
10517,2012-03-19,1,1,3,7,0,1,1,1,0.46,0.4545,0.88,0.194,25,329,354,Medium Usage
10518,2012-03-19,1,1,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,16,563,579,High Usage
10519,2012-03-19,1,1,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642,55,276,331,Medium Usage
10520,2012-03-19,1,1,3,10,0,1,1,1,0.52,0.5,0.72,0.1343,56,128,184,Medium Usage
10521,2012-03-19,1,1,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642,56,145,201,Medium Usage
10522,2012-03-19,1,1,3,12,0,1,1,1,0.6,0.6061,0.64,0.2537,71,211,282,Medium Usage
10523,2012-03-19,1,1,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537,69,194,263,Medium Usage
10524,2012-03-19,1,1,3,14,0,1,1,2,0.64,0.6212,0.57,0.194,60,200,260,Medium Usage
10525,2012-03-19,1,1,3,15,0,1,1,1,0.64,0.6212,0.57,0.2239,97,189,286,Medium Usage
10526,2012-03-19,1,1,3,16,0,1,1,1,0.66,0.6212,0.5,0.2239,65,320,385,Medium Usage
10527,2012-03-19,1,1,3,17,0,1,1,1,0.64,0.6212,0.53,0.2239,106,615,721,High Usage
10528,2012-03-19,1,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,120,681,801,High Usage
10529,2012-03-19,1,1,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239,86,463,549,High Usage
10530,2012-03-19,1,1,3,20,0,1,1,1,0.6,0.6061,0.64,0.2239,34,296,330,Medium Usage
10531,2012-03-19,1,1,3,21,0,1,1,1,0.6,0.6061,0.64,0.1642,33,190,223,Medium Usage
10532,2012-03-19,1,1,3,22,0,1,1,2,0.56,0.5303,0.73,0.1642,17,131,148,Medium Usage
10533,2012-03-19,1,1,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343,9,45,54,Low Usage
10534,2012-03-20,1,1,3,0,0,2,1,2,0.56,0.5303,0.78,0.0896,5,24,29,Low Usage
10535,2012-03-20,1,1,3,1,0,2,1,1,0.54,0.5152,0.88,0.0,6,9,15,Low Usage
10536,2012-03-20,1,1,3,2,0,2,1,1,0.54,0.5152,0.88,0.0896,2,8,10,Low Usage
10537,2012-03-20,1,1,3,3,0,2,1,2,0.54,0.5152,0.88,0.0,0,3,3,Low Usage
10538,2012-03-20,1,1,3,4,0,2,1,2,0.52,0.5,0.88,0.1343,0,6,6,Low Usage
10539,2012-03-20,1,1,3,5,0,2,1,2,0.52,0.5,0.94,0.0,0,20,20,Low Usage
10540,2012-03-20,1,1,3,6,0,2,1,2,0.52,0.5,0.94,0.1642,6,94,100,Low Usage
10541,2012-03-20,1,1,3,7,0,2,1,3,0.52,0.5,0.94,0.2239,3,167,170,Medium Usage
10542,2012-03-20,1,1,3,8,0,2,1,2,0.52,0.5,0.88,0.1045,28,488,516,High Usage
10543,2012-03-20,1,1,3,9,0,2,1,2,0.54,0.5152,0.88,0.1642,41,284,325,Medium Usage
10544,2012-03-20,1,1,3,10,0,2,1,1,0.54,0.5152,0.88,0.194,44,119,163,Medium Usage
10545,2012-03-20,1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,74,156,230,Medium Usage
10546,2012-03-20,1,1,3,12,0,2,1,1,0.6,0.5758,0.78,0.2537,56,205,261,Medium Usage
10547,2012-03-20,1,1,3,13,0,2,1,1,0.6,0.5758,0.78,0.194,77,207,284,Medium Usage
10548,2012-03-20,1,1,3,14,0,2,1,2,0.6,0.5909,0.73,0.1642,66,182,248,Medium Usage
10549,2012-03-20,1,1,3,15,0,2,1,2,0.62,0.6061,0.69,0.1045,67,177,244,Medium Usage
10550,2012-03-20,1,1,3,16,0,2,1,1,0.62,0.6061,0.66,0.2239,99,332,431,Medium Usage
10551,2012-03-20,1,1,3,17,0,2,1,1,0.6,0.5909,0.73,0.194,108,642,750,High Usage
10552,2012-03-20,1,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,136,665,801,High Usage
10553,2012-03-20,1,1,3,19,0,2,1,1,0.58,0.5455,0.73,0.1343,75,480,555,High Usage
10554,2012-03-20,1,1,3,20,0,2,1,1,0.58,0.5455,0.68,0.0896,78,299,377,Medium Usage
10555,2012-03-20,1,1,3,21,0,2,1,1,0.56,0.5303,0.73,0.0,38,239,277,Medium Usage
10556,2012-03-20,1,1,3,22,0,2,1,1,0.54,0.5152,0.77,0.0,32,156,188,Medium Usage
10557,2012-03-20,1,1,3,23,0,2,1,1,0.52,0.5,0.83,0.0,10,80,90,Low Usage
10558,2012-03-21,2,1,3,0,0,3,1,1,0.52,0.5,0.88,0.0,4,29,33,Low Usage
10559,2012-03-21,2,1,3,1,0,3,1,1,0.52,0.5,0.83,0.0896,4,22,26,Low Usage
10560,2012-03-21,2,1,3,2,0,3,1,1,0.5,0.4848,0.88,0.1343,2,8,10,Low Usage
10561,2012-03-21,2,1,3,3,0,3,1,2,0.5,0.4848,0.88,0.194,1,7,8,Low Usage
10562,2012-03-21,2,1,3,4,0,3,1,2,0.5,0.4848,0.88,0.1343,0,4,4,Low Usage
10563,2012-03-21,2,1,3,5,0,3,1,2,0.5,0.4848,0.88,0.1343,4,35,39,Low Usage
10564,2012-03-21,2,1,3,6,0,3,1,2,0.48,0.4697,0.94,0.2239,10,139,149,Medium Usage
10565,2012-03-21,2,1,3,7,0,3,1,3,0.48,0.4697,0.94,0.194,34,338,372,Medium Usage
10566,2012-03-21,2,1,3,8,0,3,1,3,0.48,0.4697,0.94,0.1045,33,502,535,High Usage
10567,2012-03-21,2,1,3,9,0,3,1,2,0.5,0.4848,0.88,0.1642,38,255,293,Medium Usage
10568,2012-03-21,2,1,3,10,0,3,1,2,0.52,0.5,0.83,0.1642,30,124,154,Medium Usage
10569,2012-03-21,2,1,3,11,0,3,1,2,0.52,0.5,0.83,0.1642,38,154,192,Medium Usage
10570,2012-03-21,2,1,3,12,0,3,1,2,0.54,0.5152,0.77,0.0,58,171,229,Medium Usage
10571,2012-03-21,2,1,3,13,0,3,1,2,0.54,0.5152,0.83,0.0,81,222,303,Medium Usage
10572,2012-03-21,2,1,3,14,0,3,1,2,0.56,0.5303,0.78,0.0,74,151,225,Medium Usage
10573,2012-03-21,2,1,3,15,0,3,1,2,0.56,0.5303,0.78,0.0,68,175,243,Medium Usage
10574,2012-03-21,2,1,3,16,0,3,1,1,0.58,0.5455,0.73,0.0,91,287,378,Medium Usage
10575,2012-03-21,2,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896,113,616,729,High Usage
10576,2012-03-21,2,1,3,18,0,3,1,1,0.6,0.5909,0.69,0.0,152,627,779,High Usage
10577,2012-03-21,2,1,3,19,0,3,1,1,0.6,0.6061,0.64,0.0,86,496,582,High Usage
10578,2012-03-21,2,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896,76,298,374,Medium Usage
10579,2012-03-21,2,1,3,21,0,3,1,1,0.54,0.5152,0.83,0.1045,47,204,251,Medium Usage
10580,2012-03-21,2,1,3,22,0,3,1,1,0.52,0.5,0.83,0.1642,41,156,197,Medium Usage
10581,2012-03-21,2,1,3,23,0,3,1,1,0.54,0.5152,0.77,0.0,37,88,125,Medium Usage
10582,2012-03-22,2,1,3,0,0,4,1,1,0.52,0.5,0.83,0.0896,9,32,41,Low Usage
10583,2012-03-22,2,1,3,1,0,4,1,1,0.52,0.5,0.83,0.0896,14,16,30,Low Usage
10584,2012-03-22,2,1,3,2,0,4,1,1,0.52,0.5,0.83,0.0896,1,5,6,Low Usage
10585,2012-03-22,2,1,3,3,0,4,1,1,0.52,0.5,0.83,0.0896,0,7,7,Low Usage
10586,2012-03-22,2,1,3,4,0,4,1,2,0.48,0.4697,1.0,0.0896,0,6,6,Low Usage
10587,2012-03-22,2,1,3,5,0,4,1,2,0.48,0.4697,1.0,0.0896,2,32,34,Low Usage
10588,2012-03-22,2,1,3,6,0,4,1,2,0.48,0.4697,1.0,0.0896,10,126,136,Medium Usage
10589,2012-03-22,2,1,3,7,0,4,1,2,0.48,0.4697,1.0,0.0896,29,332,361,Medium Usage
10590,2012-03-22,2,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896,51,598,649,High Usage
10591,2012-03-22,2,1,3,9,0,4,1,2,0.5,0.4848,0.94,0.0896,41,277,318,Medium Usage
10592,2012-03-22,2,1,3,10,0,4,1,2,0.5,0.4848,1.0,0.0896,32,110,142,Medium Usage
10593,2012-03-22,2,1,3,11,0,4,1,2,0.52,0.5,0.94,0.0,53,166,219,Medium Usage
10594,2012-03-22,2,1,3,12,0,4,1,2,0.54,0.5152,0.88,0.194,48,224,272,Medium Usage
10595,2012-03-22,2,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896,83,215,298,Medium Usage
10596,2012-03-22,2,1,3,14,0,4,1,1,0.6,0.5909,0.73,0.1045,96,161,257,Medium Usage
10597,2012-03-22,2,1,3,15,0,4,1,1,0.62,0.6061,0.69,0.194,102,202,304,Medium Usage
10598,2012-03-22,2,1,3,16,0,4,1,1,0.64,0.6061,0.65,0.194,125,300,425,Medium Usage
10599,2012-03-22,2,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642,154,656,810,High Usage
10600,2012-03-22,2,1,3,18,0,4,1,1,0.66,0.6212,0.65,0.1642,147,654,801,High Usage
10601,2012-03-22,2,1,3,19,0,4,1,1,0.66,0.6212,0.61,0.0,117,469,586,High Usage
10602,2012-03-22,2,1,3,20,0,4,1,1,0.62,0.5909,0.73,0.2836,64,360,424,Medium Usage
10603,2012-03-22,2,1,3,21,0,4,1,1,0.58,0.5455,0.78,0.1642,66,308,374,Medium Usage
10604,2012-03-22,2,1,3,22,0,4,1,1,0.56,0.5303,0.83,0.194,56,164,220,Medium Usage
10605,2012-03-22,2,1,3,23,0,4,1,1,0.56,0.5303,0.83,0.0896,34,117,151,Medium Usage
10606,2012-03-23,2,1,3,0,0,5,1,1,0.56,0.5303,0.83,0.0,30,65,95,Low Usage
10607,2012-03-23,2,1,3,1,0,5,1,1,0.54,0.5152,0.88,0.0,18,32,50,Low Usage
10608,2012-03-23,2,1,3,2,0,5,1,1,0.54,0.5152,0.88,0.0896,12,20,32,Low Usage
10609,2012-03-23,2,1,3,3,0,5,1,1,0.52,0.5,0.88,0.1045,4,6,10,Low Usage
10610,2012-03-23,2,1,3,4,0,5,1,2,0.5,0.4848,0.94,0.1045,0,3,3,Low Usage
10611,2012-03-23,2,1,3,5,0,5,1,2,0.5,0.4848,0.94,0.0,5,29,34,Low Usage
10612,2012-03-23,2,1,3,6,0,5,1,2,0.5,0.4848,0.88,0.0,6,110,116,Medium Usage
10613,2012-03-23,2,1,3,7,0,5,1,2,0.5,0.4848,0.93,0.1343,28,318,346,Medium Usage
10614,2012-03-23,2,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,47,615,662,High Usage
10615,2012-03-23,2,1,3,9,0,5,1,2,0.52,0.5,0.9,0.0896,75,305,380,Medium Usage
10616,2012-03-23,2,1,3,10,0,5,1,2,0.56,0.5303,0.88,0.1045,125,150,275,Medium Usage
10617,2012-03-23,2,1,3,11,0,5,1,2,0.62,0.5909,0.73,0.1045,131,187,318,Medium Usage
10618,2012-03-23,2,1,3,12,0,5,1,2,0.66,0.6212,0.61,0.2239,199,272,471,Medium Usage
10619,2012-03-23,2,1,3,13,0,5,1,2,0.7,0.6515,0.48,0.0,172,256,428,Medium Usage
10620,2012-03-23,2,1,3,14,0,5,1,2,0.72,0.6515,0.42,0.1045,208,224,432,Medium Usage
10621,2012-03-23,2,1,3,15,0,5,1,2,0.72,0.6515,0.42,0.1343,191,281,472,Medium Usage
10622,2012-03-23,2,1,3,16,0,5,1,2,0.72,0.6515,0.42,0.1642,219,370,589,High Usage
10623,2012-03-23,2,1,3,17,0,5,1,2,0.72,0.6515,0.42,0.1642,264,693,957,High Usage
10624,2012-03-23,2,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,237,593,830,High Usage
10625,2012-03-23,2,1,3,19,0,5,1,1,0.66,0.6212,0.5,0.194,213,473,686,High Usage
10626,2012-03-23,2,1,3,20,0,5,1,1,0.66,0.6212,0.47,0.1343,117,328,445,Medium Usage
10627,2012-03-23,2,1,3,21,0,5,1,1,0.62,0.6212,0.53,0.1045,64,220,284,Medium Usage
10628,2012-03-23,2,1,3,22,0,5,1,1,0.6,0.6061,0.64,0.2836,53,218,271,Medium Usage
10629,2012-03-23,2,1,3,23,0,5,1,1,0.6,0.5909,0.69,0.2537,51,125,176,Medium Usage
10630,2012-03-24,2,1,3,0,0,6,0,1,0.58,0.5455,0.68,0.0,45,111,156,Medium Usage
10631,2012-03-24,2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,20,108,128,Medium Usage
10632,2012-03-24,2,1,3,2,0,6,0,1,0.54,0.5152,0.77,0.1045,14,55,69,Low Usage
10633,2012-03-24,2,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045,10,22,32,Low Usage
10634,2012-03-24,2,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896,1,6,7,Low Usage
10635,2012-03-24,2,1,3,5,0,6,0,2,0.52,0.5,0.83,0.1642,0,4,4,Low Usage
10636,2012-03-24,2,1,3,6,0,6,0,2,0.52,0.5,0.83,0.1642,4,24,28,Low Usage
10637,2012-03-24,2,1,3,7,0,6,0,2,0.5,0.4848,0.88,0.1343,25,45,70,Low Usage
10638,2012-03-24,2,1,3,8,0,6,0,2,0.5,0.4848,0.94,0.194,41,113,154,Medium Usage
10639,2012-03-24,2,1,3,9,0,6,0,2,0.52,0.5,0.83,0.1343,96,153,249,Medium Usage
10640,2012-03-24,2,1,3,10,0,6,0,2,0.52,0.5,0.88,0.194,148,197,345,Medium Usage
10641,2012-03-24,2,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194,98,175,273,Medium Usage
10642,2012-03-24,2,1,3,12,0,6,0,3,0.52,0.5,0.94,0.2239,61,122,183,Medium Usage
10643,2012-03-24,2,1,3,13,0,6,0,3,0.52,0.5,0.94,0.2537,62,134,196,Medium Usage
10644,2012-03-24,2,1,3,14,0,6,0,3,0.52,0.5,0.88,0.3582,63,160,223,Medium Usage
10645,2012-03-24,2,1,3,15,0,6,0,3,0.5,0.4848,0.94,0.4179,118,172,290,Medium Usage
10646,2012-03-24,2,1,3,16,0,6,0,3,0.5,0.4848,0.94,0.2985,49,128,177,Medium Usage
10647,2012-03-24,2,1,3,17,0,6,0,3,0.5,0.4848,0.88,0.2239,47,68,115,Medium Usage
10648,2012-03-24,2,1,3,18,0,6,0,3,0.46,0.4545,0.94,0.2239,27,110,137,Medium Usage
10649,2012-03-24,2,1,3,19,0,6,0,3,0.46,0.4545,0.94,0.1343,28,105,133,Medium Usage
10650,2012-03-24,2,1,3,20,0,6,0,3,0.44,0.4394,1.0,0.194,31,80,111,Medium Usage
10651,2012-03-24,2,1,3,21,0,6,0,3,0.44,0.4394,1.0,0.194,16,88,104,Medium Usage
10652,2012-03-24,2,1,3,22,0,6,0,3,0.44,0.4394,1.0,0.2537,12,71,83,Low Usage
10653,2012-03-24,2,1,3,23,0,6,0,2,0.44,0.4394,0.94,0.2836,17,88,105,Medium Usage
10654,2012-03-25,2,1,3,0,0,0,0,2,0.44,0.4394,0.94,0.2836,18,62,80,Low Usage
10655,2012-03-25,2,1,3,1,0,0,0,2,0.42,0.4242,1.0,0.2537,24,65,89,Low Usage
10656,2012-03-25,2,1,3,2,0,0,0,3,0.42,0.4242,1.0,0.2985,6,29,35,Low Usage
10657,2012-03-25,2,1,3,3,0,0,0,3,0.42,0.4242,0.94,0.2985,8,10,18,Low Usage
10658,2012-03-25,2,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.3284,1,7,8,Low Usage
10659,2012-03-25,2,1,3,5,0,0,0,2,0.4,0.4091,1.0,0.2537,0,6,6,Low Usage
10660,2012-03-25,2,1,3,6,0,0,0,2,0.4,0.4091,1.0,0.2537,5,13,18,Low Usage
10661,2012-03-25,2,1,3,7,0,0,0,2,0.4,0.4091,0.94,0.3284,14,25,39,Low Usage
10662,2012-03-25,2,1,3,8,0,0,0,2,0.4,0.4091,0.94,0.3284,21,68,89,Low Usage
10663,2012-03-25,2,1,3,9,0,0,0,2,0.4,0.4091,0.94,0.2537,26,92,118,Medium Usage
10664,2012-03-25,2,1,3,10,0,0,0,2,0.4,0.4091,0.87,0.3284,78,172,250,Medium Usage
10665,2012-03-25,2,1,3,11,0,0,0,2,0.4,0.4091,0.94,0.2537,106,217,323,Medium Usage
10666,2012-03-25,2,1,3,12,0,0,0,2,0.4,0.4091,0.94,0.2239,122,238,360,Medium Usage
10667,2012-03-25,2,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642,110,257,367,Medium Usage
10668,2012-03-25,2,1,3,14,0,0,0,2,0.44,0.4394,0.88,0.1642,123,291,414,Medium Usage
